file,start_line,start_character,end_line,end_character,message
./test_code/Parser_BadChannelHandlerEOS3_failure.a,3,24,3,25,"File './test_code/Parser_BadChannelHandlerEOS3_failure.a' failed to parse: Parser was expecting a Symbol=`)`; instead, the parser got an end of stream. {Token: `m` @ (3,24) -> (3,25): Identifier} (ParseException)"
./test_code/Parser_BadChannelHandlerEOS3_failure.a,0,0,0,0,"Import failed (Parse): Parser was expecting a Symbol=`)`; instead, the parser got an end of stream. {Token: `m` @ (3,24) -> (3,25): Identifier} (ImportIssue)"
./test_code/Parser_BadChannelHandlerEOS4_failure.a,3,14,3,15,"File './test_code/Parser_BadChannelHandlerEOS4_failure.a' failed to parse: Parser was expecting a Symbol=`)`; instead, the parser got an end of stream. {Token: `m` @ (3,14) -> (3,15): Identifier} (ParseException)"
./test_code/Parser_BadChannelHandlerEOS4_failure.a,0,0,0,0,"Import failed (Parse): Parser was expecting a Symbol=`)`; instead, the parser got an end of stream. {Token: `m` @ (3,14) -> (3,15): Identifier} (ImportIssue)"
./test_code/Parser_BadChannelHandlerUnexpected1_failure.a,3,20,3,21,"File './test_code/Parser_BadChannelHandlerUnexpected1_failure.a' failed to parse: Parser was expecting a Symbol=`,`; instead, the parse got Symbol:+. {Token: `+` @ (3,20) -> (3,21): Symbol} (ParseException)"
./test_code/Parser_BadChannelHandlerUnexpected1_failure.a,0,0,0,0,"Import failed (Parse): Parser was expecting a Symbol=`,`; instead, the parse got Symbol:+. {Token: `+` @ (3,20) -> (3,21): Symbol} (ImportIssue)"
./test_code/Parser_BadChannelHandlerUnexpected2_failure.a,3,25,3,26,"File './test_code/Parser_BadChannelHandlerUnexpected2_failure.a' failed to parse: Parser was expecting a Symbol=`)`; instead, the parse got Symbol:+. {Token: `+` @ (3,25) -> (3,26): Symbol} (ParseException)"
./test_code/Parser_BadChannelHandlerUnexpected2_failure.a,0,0,0,0,"Import failed (Parse): Parser was expecting a Symbol=`)`; instead, the parse got Symbol:+. {Token: `+` @ (3,25) -> (3,26): Symbol} (ImportIssue)"
./test_code/Parser_BadChannelHandlerUnexpected3_failure.a,3,13,3,14,"File './test_code/Parser_BadChannelHandlerUnexpected3_failure.a' failed to parse: Parser was expecting an identifier, but got a Symbol:+ instead. {Token: `+` @ (3,13) -> (3,14): Symbol} (ParseException)"
./test_code/Parser_BadChannelHandlerUnexpected3_failure.a,0,0,0,0,"Import failed (Parse): Parser was expecting an identifier, but got a Symbol:+ instead. {Token: `+` @ (3,13) -> (3,14): Symbol} (ImportIssue)"
./test_code/Parser_BadChannelHandlerUnexpected4_failure.a,3,8,3,9,"File './test_code/Parser_BadChannelHandlerUnexpected4_failure.a' failed to parse: Parser was expecting an identifier, but got a Symbol:+ instead. {Token: `+` @ (3,8) -> (3,9): Symbol} (ParseException)"
./test_code/Parser_BadChannelHandlerUnexpected4_failure.a,0,0,0,0,"Import failed (Parse): Parser was expecting an identifier, but got a Symbol:+ instead. {Token: `+` @ (3,8) -> (3,9): Symbol} (ImportIssue)"
./test_code/Parser_BadChannelHandlerUnexpected5_failure.a,3,11,3,12,"File './test_code/Parser_BadChannelHandlerUnexpected5_failure.a' failed to parse: Parser was expecting a Symbol=`(`; instead, the parse got Symbol:!. {Token: `!` @ (3,11) -> (3,12): Symbol} (ParseException)"
./test_code/Parser_BadChannelHandlerUnexpected5_failure.a,0,0,0,0,"Import failed (Parse): Parser was expecting a Symbol=`(`; instead, the parse got Symbol:!. {Token: `!` @ (3,11) -> (3,12): Symbol} (ImportIssue)"
./test_code/Parser_DefineConstructorNoBlockEOS_failure.a,0,0,0,10,"File './test_code/Parser_DefineConstructorNoBlockEOS_failure.a' failed to parse: Parser was expecting an atomic expression, but got end of stream instead. {Token: `@construct` @ (0,0) -> (0,10): Keyword} (ParseException)"
./test_code/Parser_DefineConstructorNoBlockEOS_failure.a,0,0,0,0,"Import failed (Parse): Parser was expecting an atomic expression, but got end of stream instead. {Token: `@construct` @ (0,0) -> (0,10): Keyword} (ImportIssue)"
./test_code/Parser_DefineRecordNoNameEndOfStream_failure.a,0,0,0,6,"File './test_code/Parser_DefineRecordNoNameEndOfStream_failure.a' failed to parse: Parser was expecting an identifier, but got end of stream instead. {Token: `record` @ (0,0) -> (0,6): Identifier} (ParseException)"
./test_code/Parser_DefineRecordNoNameEndOfStream_failure.a,0,0,0,0,"Import failed (Parse): Parser was expecting an identifier, but got end of stream instead. {Token: `record` @ (0,0) -> (0,6): Identifier} (ImportIssue)"
./test_code/Parser_DefineRecordNoNameSymbolInstead_failure.a,0,7,0,8,"File './test_code/Parser_DefineRecordNoNameSymbolInstead_failure.a' failed to parse: Parser was expecting an identifier, but got a Symbol:{ instead. {Token: `{` @ (0,7) -> (0,8): Symbol} (ParseException)"
./test_code/Parser_DefineRecordNoNameSymbolInstead_failure.a,0,0,0,0,"Import failed (Parse): Parser was expecting an identifier, but got a Symbol:{ instead. {Token: `{` @ (0,7) -> (0,8): Symbol} (ImportIssue)"
./test_code/Parser_DispatchEOS1_failure.a,4,9,4,10,"File './test_code/Parser_DispatchEOS1_failure.a' failed to parse: Expected `::`, but got end of stream instead. {Token: `X` @ (4,9) -> (4,10): Identifier} (ParseException)"
./test_code/Parser_DispatchEOS1_failure.a,0,0,0,0,"Import failed (Parse): Expected `::`, but got end of stream instead. {Token: `X` @ (4,9) -> (4,10): Identifier} (ImportIssue)"
./test_code/Parser_DispatchEOS2_failure.a,4,10,4,12,"File './test_code/Parser_DispatchEOS2_failure.a' failed to parse: Expected an id or `*`, but got end of stream instead {Token: `::` @ (4,10) -> (4,12): Symbol} (ParseException)"
./test_code/Parser_DispatchEOS2_failure.a,0,0,0,0,"Import failed (Parse): Expected an id or `*`, but got end of stream instead {Token: `::` @ (4,10) -> (4,12): Symbol} (ImportIssue)"
./test_code/Parser_DotNotAtomic_failure.a,0,9,0,12,"File './test_code/Parser_DotNotAtomic_failure.a' failed to parse: Parser was expecting an atomic expression, but got end of stream instead. {Token: `xyz` @ (0,9) -> (0,12): Identifier} (ParseException)"
./test_code/Parser_DotNotAtomic_failure.a,0,0,0,0,"Import failed (Parse): Parser was expecting an atomic expression, but got end of stream instead. {Token: `xyz` @ (0,9) -> (0,12): Identifier} (ImportIssue)"
./test_code/Parser_DoWhileEOS_failure.a,3,2,3,3,"File './test_code/Parser_DoWhileEOS_failure.a' failed to parse: Parser was expecting `while`, but got an end of the stream instead. {Token: `}` @ (3,2) -> (3,3): Symbol} (ParseException)"
./test_code/Parser_DoWhileEOS_failure.a,0,0,0,0,"Import failed (Parse): Parser was expecting `while`, but got an end of the stream instead. {Token: `}` @ (3,2) -> (3,3): Symbol} (ImportIssue)"
./test_code/Parser_DoWhileNoWhile_failure.a,3,4,3,5,"File './test_code/Parser_DoWhileNoWhile_failure.a' failed to parse: Parser was expecting keyword:`while`, but got `(` instead. {Token: `(` @ (3,4) -> (3,5): Symbol} (ParseException)"
./test_code/Parser_DoWhileNoWhile_failure.a,0,0,0,0,"Import failed (Parse): Parser was expecting keyword:`while`, but got `(` instead. {Token: `(` @ (3,4) -> (3,5): Symbol} (ImportIssue)"
./test_code/Parser_EnumEmpty_failure.a,0,0,0,12,"enum 'Name' has no values (EnumStorage)"
./test_code/Parser_EnumEndOfStreamAfterColon_failure.a,0,15,0,16,"File './test_code/Parser_EnumEndOfStreamAfterColon_failure.a' failed to parse: Parser was expecting an integer after ':', but got end of stream instead. {Token: `:` @ (0,15) -> (0,16): Symbol} (ParseException)"
./test_code/Parser_EnumEndOfStreamAfterColon_failure.a,0,0,0,0,"Import failed (Parse): Parser was expecting an integer after ':', but got end of stream instead. {Token: `:` @ (0,15) -> (0,16): Symbol} (ImportIssue)"
./test_code/Parser_EnumEndOfStreamAfterLabel_failure.a,0,14,0,15,"File './test_code/Parser_EnumEndOfStreamAfterLabel_failure.a' failed to parse: Parser was expecting either a Symbol=} or an Identifier to define a new enum label, but got end of stream instead. {Token: `Y` @ (0,14) -> (0,15): Identifier} (ParseException)"
./test_code/Parser_EnumEndOfStreamAfterLabel_failure.a,0,0,0,0,"Import failed (Parse): Parser was expecting either a Symbol=} or an Identifier to define a new enum label, but got end of stream instead. {Token: `Y` @ (0,14) -> (0,15): Identifier} (ImportIssue)"
./test_code/Parser_EnumErrorNoIdentLabel_failure.a,0,12,0,13,"File './test_code/Parser_EnumErrorNoIdentLabel_failure.a' failed to parse: Parser was expecting an identifier, but got a NumberLiteral:1 instead. {Token: `1` @ (0,12) -> (0,13): NumberLiteral:NumberIsInteger} (ParseException)"
./test_code/Parser_EnumErrorNoIdentLabel_failure.a,0,0,0,0,"Import failed (Parse): Parser was expecting an identifier, but got a NumberLiteral:1 instead. {Token: `1` @ (0,12) -> (0,13): NumberLiteral:NumberIsInteger} (ImportIssue)"
./test_code/Parser_EnumErrorNoName_failure.a,0,6,0,7,"File './test_code/Parser_EnumErrorNoName_failure.a' failed to parse: Parser was expecting an identifier, but got a Symbol:{ instead. {Token: `{` @ (0,6) -> (0,7): Symbol} (ParseException)"
./test_code/Parser_EnumErrorNoName_failure.a,0,0,0,0,"Import failed (Parse): Parser was expecting an identifier, but got a Symbol:{ instead. {Token: `{` @ (0,6) -> (0,7): Symbol} (ImportIssue)"
./test_code/Parser_EnumErrorNoOpenBrace_failure.a,0,10,0,11,"File './test_code/Parser_EnumErrorNoOpenBrace_failure.a' failed to parse: Parser was expecting a Symbol=`{`; instead, the parse got Identifier:X. {Token: `X` @ (0,10) -> (0,11): Identifier} (ParseException)"
./test_code/Parser_EnumErrorNoOpenBrace_failure.a,0,0,0,0,"Import failed (Parse): Parser was expecting a Symbol=`{`; instead, the parse got Identifier:X. {Token: `X` @ (0,10) -> (0,11): Identifier} (ImportIssue)"
./test_code/Parser_EnumNoIntegerAfterColon_failure.a,0,15,0,16,"File './test_code/Parser_EnumNoIntegerAfterColon_failure.a' failed to parse: Parser was expecting a valid numeric sequence, but got a Identifier instead. {Token: `Y` @ (0,15) -> (0,16): Identifier} (ParseException)"
./test_code/Parser_EnumNoIntegerAfterColon_failure.a,0,0,0,0,"Import failed (Parse): Parser was expecting a valid numeric sequence, but got a Identifier instead. {Token: `Y` @ (0,15) -> (0,16): Identifier} (ImportIssue)"
./test_code/Parser_ForeachEOS_failure.a,1,10,1,11,"File './test_code/Parser_ForeachEOS_failure.a' failed to parse: Parser was expecting `in`, but got an end of the stream instead. {Token: `x` @ (1,10) -> (1,11): Identifier} (ParseException)"
./test_code/Parser_ForeachEOS_failure.a,0,0,0,0,"Import failed (Parse): Parser was expecting `in`, but got an end of the stream instead. {Token: `x` @ (1,10) -> (1,11): Identifier} (ImportIssue)"
./test_code/Parser_ForeachNoInToken_failure.a,1,12,1,13,"File './test_code/Parser_ForeachNoInToken_failure.a' failed to parse: Parser was expecting `in`, but got `:` instead. {Token: `:` @ (1,12) -> (1,13): Symbol} (ParseException)"
./test_code/Parser_ForeachNoInToken_failure.a,0,0,0,0,"Import failed (Parse): Parser was expecting `in`, but got `:` instead. {Token: `:` @ (1,12) -> (1,13): Symbol} (ImportIssue)"
./test_code/Parser_GlobalDefineVariableHangingNoDefault_failure.a,0,13,0,14,"File './test_code/Parser_GlobalDefineVariableHangingNoDefault_failure.a' failed to parse: Parser was expecting an atomic expression, but got end of stream instead. {Token: `=` @ (0,13) -> (0,14): Symbol} (ParseException)"
./test_code/Parser_GlobalDefineVariableHangingNoDefault_failure.a,0,0,0,0,"Import failed (Parse): Parser was expecting an atomic expression, but got end of stream instead. {Token: `=` @ (0,13) -> (0,14): Symbol} (ImportIssue)"
./test_code/Parser_GlobalDefineVariableHangingNoSemicolon_failure.a,0,11,0,12,"File './test_code/Parser_GlobalDefineVariableHangingNoSemicolon_failure.a' failed to parse: Parser was expecting a Symbol=`;`; instead, the parser got an end of stream. {Token: `x` @ (0,11) -> (0,12): Identifier} (ParseException)"
./test_code/Parser_GlobalDefineVariableHangingNoSemicolon_failure.a,0,0,0,0,"Import failed (Parse): Parser was expecting a Symbol=`;`; instead, the parser got an end of stream. {Token: `x` @ (0,11) -> (0,12): Identifier} (ImportIssue)"
./test_code/Parser_GlobalDefineVariableNoName_failure.a,0,11,0,12,"File './test_code/Parser_GlobalDefineVariableNoName_failure.a' failed to parse: Parser was expecting an identifier, but got a Symbol:; instead. {Token: `;` @ (0,11) -> (0,12): Symbol} (ParseException)"
./test_code/Parser_GlobalDefineVariableNoName_failure.a,0,0,0,0,"Import failed (Parse): Parser was expecting an identifier, but got a Symbol:; instead. {Token: `;` @ (0,11) -> (0,12): Symbol} (ImportIssue)"
./test_code/Parser_GlobalDefineVariablePolicyOnly_failure.a,0,0,0,6,"File './test_code/Parser_GlobalDefineVariablePolicyOnly_failure.a' failed to parse: Parser was expecting a reactive type, but got an end of stream instead. {Token: `public` @ (0,0) -> (0,6): Identifier} (ParseException)"
./test_code/Parser_GlobalDefineVariablePolicyOnly_failure.a,0,0,0,0,"Import failed (Parse): Parser was expecting a reactive type, but got an end of stream instead. {Token: `public` @ (0,0) -> (0,6): Identifier} (ImportIssue)"
./test_code/Parser_IncompleteArgList_failure.a,0,13,0,14,"File './test_code/Parser_IncompleteArgList_failure.a' failed to parse: Parser was expecting a Symbol=`)`; instead, the parser got an end of stream. {Token: `(` @ (0,13) -> (0,14): Symbol} (ParseException)"
./test_code/Parser_IncompleteArgList_failure.a,0,0,0,0,"Import failed (Parse): Parser was expecting a Symbol=`)`; instead, the parser got an end of stream. {Token: `(` @ (0,13) -> (0,14): Symbol} (ImportIssue)"
./test_code/Parser_IncompleteField_failure.a,2,13,2,14,"File './test_code/Parser_IncompleteField_failure.a' failed to parse: Parser was expecting an identifier, but instead got end of stream. {Token: `.` @ (2,13) -> (2,14): Symbol} (ParseException)"
./test_code/Parser_IncompleteField_failure.a,0,0,0,0,"Import failed (Parse): Parser was expecting an identifier, but instead got end of stream. {Token: `.` @ (2,13) -> (2,14): Symbol} (ImportIssue)"
./test_code/Parser_IncompleteHandler_failure.a,2,11,2,12,"File './test_code/Parser_IncompleteHandler_failure.a' failed to parse: Parser expected a type, but instead got end of stream {Token: `(` @ (2,11) -> (2,12): Symbol} (ParseException)"
./test_code/Parser_IncompleteHandler_failure.a,0,0,0,0,"Import failed (Parse): Parser expected a type, but instead got end of stream {Token: `(` @ (2,11) -> (2,12): Symbol} (ImportIssue)"
./test_code/Parser_IncompleteParen_failure.a,0,8,0,9,"File './test_code/Parser_IncompleteParen_failure.a' failed to parse: Parser expected a ), but instead got end of stream. {Token: `(` @ (0,8) -> (0,9): Symbol} (ParseException)"
./test_code/Parser_IncompleteParen_failure.a,0,0,0,0,"Import failed (Parse): Parser expected a ), but instead got end of stream. {Token: `(` @ (0,8) -> (0,9): Symbol} (ImportIssue)"
./test_code/Parser_IngestFailureEOS_failure.a,11,20,11,22,"File './test_code/Parser_IngestFailureEOS_failure.a' failed to parse: Parser tried to read a identifier, but got end of stream {Token: `as` @ (11,20) -> (11,22): Identifier} (ParseException)"
./test_code/Parser_IngestFailureEOS_failure.a,0,0,0,0,"Import failed (Parse): Parser tried to read a identifier, but got end of stream {Token: `as` @ (11,20) -> (11,22): Identifier} (ImportIssue)"
./test_code/Parser_InvalidCharacterFast_failure.a,0,0,0,0,"File './test_code/Parser_InvalidCharacterFast_failure.a' failed to lex: Failed to understand codepoint:96('`') (ParseException)"
./test_code/Parser_InvalidCharacterFast_failure.a,0,0,0,0,"Import failed (Lex): Failed to understand codepoint:96('`') (ImportIssue)"
./test_code/Parser_InvalidCharacterSlow_failure.a,0,0,0,0,"File './test_code/Parser_InvalidCharacterSlow_failure.a' failed to lex: Codepoint fell outside of valid range:29503('\u733f') is outside of [0, 256) (ParseException)"
./test_code/Parser_InvalidCharacterSlow_failure.a,0,0,0,0,"Import failed (Lex): Codepoint fell outside of valid range:29503('\u733f') is outside of [0, 256) (ImportIssue)"
./test_code/Parser_InvalidLong_failure.a,1,11,1,19,"File './test_code/Parser_InvalidLong_failure.a' failed to parse: Parser was expecting a valid integral sequence, but got a '123x01xL' instead. {Token: `123x01xL` @ (1,11) -> (1,19): NumberLiteral:NumberIsInteger} (ParseException)"
./test_code/Parser_InvalidLong_failure.a,0,0,0,0,"Import failed (Parse): Parser was expecting a valid integral sequence, but got a '123x01xL' instead. {Token: `123x01xL` @ (1,11) -> (1,19): NumberLiteral:NumberIsInteger} (ImportIssue)"
./test_code/Parser_InvalidMultiPolicyRecord_failure.a,6,19,6,20,"File './test_code/Parser_InvalidMultiPolicyRecord_failure.a' failed to parse: Parser was expecting one of the following symbols:,, >; instead, the parse got Symbol:+. {Token: `+` @ (6,19) -> (6,20): Symbol} (ParseException)"
./test_code/Parser_InvalidMultiPolicyRecord_failure.a,0,0,0,0,"Import failed (Parse): Parser was expecting one of the following symbols:,, >; instead, the parse got Symbol:+. {Token: `+` @ (6,19) -> (6,20): Symbol} (ImportIssue)"
./test_code/Parser_MaybeIncompleteEOS_failure.a,2,6,2,12,"File './test_code/Parser_MaybeIncompleteEOS_failure.a' failed to parse: Parser was expected either a '<' or '(' after @maybe, but got end of stream instead. {Token: `@maybe` @ (2,6) -> (2,12): Keyword} (ParseException)"
./test_code/Parser_MaybeIncompleteEOS_failure.a,0,0,0,0,"Import failed (Parse): Parser was expected either a '<' or '(' after @maybe, but got end of stream instead. {Token: `@maybe` @ (2,6) -> (2,12): Keyword} (ImportIssue)"
./test_code/Parser_MaybeIncompleteSymbol_failure.a,2,12,2,13,"File './test_code/Parser_MaybeIncompleteSymbol_failure.a' failed to parse: Parser was expected either a '<' or '(' after @maybe, but got `+` instead. {Token: `+` @ (2,12) -> (2,13): Symbol} (ParseException)"
./test_code/Parser_MaybeIncompleteSymbol_failure.a,0,0,0,0,"Import failed (Parse): Parser was expected either a '<' or '(' after @maybe, but got `+` instead. {Token: `+` @ (2,12) -> (2,13): Symbol} (ImportIssue)"
./test_code/Parser_ParenBadClose1_failure.a,1,12,1,13,"File './test_code/Parser_ParenBadClose1_failure.a' failed to parse: Parser expected a ), but instead got an `]` {Token: `]` @ (1,12) -> (1,13): Symbol} (ParseException)"
./test_code/Parser_ParenBadClose1_failure.a,0,0,0,0,"Import failed (Parse): Parser expected a ), but instead got an `]` {Token: `]` @ (1,12) -> (1,13): Symbol} (ImportIssue)"
./test_code/Parser_ParenBadClose2_failure.a,1,14,1,15,"File './test_code/Parser_ParenBadClose2_failure.a' failed to parse: Parser expected a ), but instead got an `]` {Token: `]` @ (1,14) -> (1,15): Symbol} (ParseException)"
./test_code/Parser_ParenBadClose2_failure.a,0,0,0,0,"Import failed (Parse): Parser expected a ), but instead got an `]` {Token: `]` @ (1,14) -> (1,15): Symbol} (ImportIssue)"
./test_code/Parser_ParenEOS1_failure.a,1,10,1,11,"File './test_code/Parser_ParenEOS1_failure.a' failed to parse: Parser expected a ), but instead got end of stream. {Token: `(` @ (1,10) -> (1,11): Symbol} (ParseException)"
./test_code/Parser_ParenEOS1_failure.a,0,0,0,0,"Import failed (Parse): Parser expected a ), but instead got end of stream. {Token: `(` @ (1,10) -> (1,11): Symbol} (ImportIssue)"
./test_code/Parser_ParenEOS2_failure.a,1,12,1,13,"File './test_code/Parser_ParenEOS2_failure.a' failed to parse: Parser was expecting an atomic expression, but got end of stream instead. {Token: `,` @ (1,12) -> (1,13): Symbol} (ParseException)"
./test_code/Parser_ParenEOS2_failure.a,0,0,0,0,"Import failed (Parse): Parser was expecting an atomic expression, but got end of stream instead. {Token: `,` @ (1,12) -> (1,13): Symbol} (ImportIssue)"
./test_code/Parser_ParenEOS3_failure.a,1,12,1,13,"File './test_code/Parser_ParenEOS3_failure.a' failed to parse: Parser expected a ',' or ')', but instead got end of stream. {Token: `,` @ (1,12) -> (1,13): Symbol} (ParseException)"
./test_code/Parser_ParenEOS3_failure.a,0,0,0,0,"Import failed (Parse): Parser expected a ',' or ')', but instead got end of stream. {Token: `,` @ (1,12) -> (1,13): Symbol} (ImportIssue)"
./test_code/Parser_PureFunctionMustReturn_failure.a,0,16,0,17,"File './test_code/Parser_PureFunctionMustReturn_failure.a' failed to parse: Parser was expecting -> for the pure function, and pure functions must have return types. {Token: `)` @ (0,16) -> (0,17): Symbol} (ParseException)"
./test_code/Parser_PureFunctionMustReturn_failure.a,0,0,0,0,"Import failed (Parse): Parser was expecting -> for the pure function, and pure functions must have return types. {Token: `)` @ (0,16) -> (0,17): Symbol} (ImportIssue)"
./test_code/Parser_StaticIncomplete_failure.a,2,2,2,3,"File './test_code/Parser_StaticIncomplete_failure.a' failed to parse: Parser was expecting either a Symbol=} or an Identifier to define a new enum label, but got end of stream instead. {Token: `}` @ (2,2) -> (2,3): Symbol} (ParseException)"
./test_code/Parser_StaticIncomplete_failure.a,0,0,0,0,"Import failed (Parse): Parser was expecting either a Symbol=} or an Identifier to define a new enum label, but got end of stream instead. {Token: `}` @ (2,2) -> (2,3): Symbol} (ImportIssue)"
./test_code/Parser_StaticUknown_failure.a,1,2,1,5,"File './test_code/Parser_StaticUknown_failure.a' failed to parse: Parser was expecting a static definition. Candidates are create, invent, send {Token: `foo` @ (1,2) -> (1,5): Identifier} (ParseException)"
./test_code/Parser_StaticUknown_failure.a,0,0,0,0,"Import failed (Parse): Parser was expecting a static definition. Candidates are create, invent, send {Token: `foo` @ (1,2) -> (1,5): Identifier} (ImportIssue)"
./test_code/Parser_StringEscapingBadUnicodeHex_failure.a,0,0,0,0,"File './test_code/Parser_StringEscapingBadUnicodeHex_failure.a' failed to lex: Unrecognized hex value within the unicode escape value:33('!') (ParseException)"
./test_code/Parser_StringEscapingBadUnicodeHex_failure.a,0,0,0,0,"Import failed (Lex): Unrecognized hex value within the unicode escape value:33('!') (ImportIssue)"
./test_code/Parser_StringEscapingBad_failure.a,0,0,0,0,"File './test_code/Parser_StringEscapingBad_failure.a' failed to lex: Unrecognized string escape value:122('z') (ParseException)"
./test_code/Parser_StringEscapingBad_failure.a,0,0,0,0,"Import failed (Lex): Unrecognized string escape value:122('z') (ImportIssue)"
./test_code/Parser_TupleEOS1_failure.a,1,2,1,7,"File './test_code/Parser_TupleEOS1_failure.a' failed to parse: Parser was expecting a Symbol=`<`; instead, the parser got an end of stream. {Token: `tuple` @ (1,2) -> (1,7): Identifier} (ParseException)"
./test_code/Parser_TupleEOS1_failure.a,0,0,0,0,"Import failed (Parse): Parser was expecting a Symbol=`<`; instead, the parser got an end of stream. {Token: `tuple` @ (1,2) -> (1,7): Identifier} (ImportIssue)"
./test_code/Parser_TupleEOS2_failure.a,0,0,0,0,"File './test_code/Parser_TupleEOS2_failure.a' failed to import due (ImportIssue)"
./test_code/Parser_TupleEOS2_failure.a,0,0,0,0,"Import failed (Unknown) (ImportIssue)"
./test_code/Parser_TupleEOS3_failure.a,1,12,1,13,"File './test_code/Parser_TupleEOS3_failure.a' failed to parse: Parser was expecting one of the following symbols:,, >; instead, the parser got an end of stream. {Token: `3` @ (1,12) -> (1,13): NumberLiteral:NumberIsInteger} (ParseException)"
./test_code/Parser_TupleEOS3_failure.a,0,0,0,0,"Import failed (Parse): Parser was expecting one of the following symbols:,, >; instead, the parser got an end of stream. {Token: `3` @ (1,12) -> (1,13): NumberLiteral:NumberIsInteger} (ImportIssue)"
./test_code/Policy_ContextVariablesBadTypes_failure.a,1,2,1,8,"Type check failure: the type 'bool' is unable to store type 'int'. (TypeCheckReferences)"
./test_code/Policy_ContextVariablesBadTypes_failure.a,1,9,3,3,"The 'create' policy must return a boolean (DocumentEvents)"
./test_code/Policy_ContextVariablesBadTypes_failure.a,4,2,4,8,"Type check failure: the type 'bool' is unable to store type 'string'. (TypeCheckReferences)"
./test_code/Policy_ContextVariablesBadTypes_failure.a,4,9,6,3,"The 'invent' policy must return a boolean (DocumentEvents)"
./test_code/Policy_ContextVariablesBadTypes_failure.a,7,20,7,24,"Type check failure: must have a type of 'int', but the type is actually 'bool' (TypeCheckFailures)"
./test_code/Policy_ContextVariablesBadTypes_failure.a,8,20,8,22,"Type check failure: must have a type of 'bool', but the type is actually 'int' (TypeCheckFailures)"
./test_code/Policy_EmptyEnvironment_failure.a,3,20,3,21,"The variable 'x' was not defined (VariableLookup)"
./test_code/ReadOnly_FutureResultReadOnly_failure.a,8,2,8,3,"The variable 'x' is readonly (VariableLookup)"
./test_code/ReadOnly_FutureResultReadOnly_failure.a,8,2,8,5,"The field 'x' is on a readonly message (FieldLookup)"
./test_code/ReadOnly_ProcedureArgs_failure.a,5,2,5,3,"The variable 'x' is readonly (VariableLookup)"
./test_code/ReadOnly_SimpleBool_failure.a,4,2,4,3,"The variable 'y' is readonly (VariableLookup)"
./test_code/ReadOnly_SimpleBool_failure.a,6,2,6,3,"The variable 'z' is readonly (VariableLookup)"
./test_code/ReadOnly_SimpleClient_failure.a,3,2,3,3,"The variable 'y' is readonly (VariableLookup)"
./test_code/ReadOnly_SimpleClient_failure.a,5,2,5,3,"The variable 'z' is readonly (VariableLookup)"
./test_code/ReadOnly_SimpleDouble_failure.a,3,2,3,3,"The variable 'y' is readonly (VariableLookup)"
./test_code/ReadOnly_SimpleDouble_failure.a,5,2,5,3,"The variable 'z' is readonly (VariableLookup)"
./test_code/ReadOnly_SimpleEnum_failure.a,4,2,4,3,"The variable 'y' is readonly (VariableLookup)"
./test_code/ReadOnly_SimpleEnum_failure.a,6,2,6,3,"The variable 'z' is readonly (VariableLookup)"
./test_code/ReadOnly_SimpleInteger_failure.a,3,2,3,3,"The variable 'y' is readonly (VariableLookup)"
./test_code/ReadOnly_SimpleInteger_failure.a,5,2,5,3,"The variable 'z' is readonly (VariableLookup)"
./test_code/ReadOnly_SimpleLong_failure.a,3,2,3,3,"The variable 'y' is readonly (VariableLookup)"
./test_code/ReadOnly_SimpleLong_failure.a,5,2,5,3,"The variable 'z' is readonly (VariableLookup)"
./test_code/ReadOnly_SimpleMaybe_failure.a,3,2,3,3,"The variable 'x' is readonly (VariableLookup)"
./test_code/ReadOnly_SimpleMaybe_failure.a,5,2,5,3,"The variable 'y' is readonly (VariableLookup)"
./test_code/ReadOnly_SimpleString_failure.a,3,2,3,3,"The variable 'y' is readonly (VariableLookup)"
./test_code/ReadOnly_SimpleString_failure.a,5,2,5,3,"The variable 'z' is readonly (VariableLookup)"
./test_code/ReadOnly_SimpleString_failure.a,7,2,7,3,"The variable 'k' is readonly (VariableLookup)"
./test_code/Records_AssignmentIssues_failure.a,4,0,4,7,"Type check failure: the type 'r<maybe<R>>' is unable to store type 'R'. (TypeCheckReferencesX)"
./test_code/Records_AssignmentIssues_failure.a,0,0,2,1,"The type 'R' is not applicable for assignment (=) (Assignment)"
./test_code/Records_AssignmentIssues_failure.a,0,0,2,1,"Reactive pointers must be initialized (DefinePtr)"
./test_code/Records_ClientRefNotFound_failure.a,1,2,1,14,"Field 'c' was not defined within the record (ViewerPolicy)"
./test_code/Records_DuplicateFields_failure.a,2,2,2,16,"Field 'x' was already defined (StructureDefine)"
./test_code/Records_DuplicateFields_failure.a,8,2,9,3,"Function 'foo' does not return in all cases (MethodDefine)"
./test_code/Records_DuplicatePolicy_failure.a,4,9,6,3,"Policy 'x' was already defined (RecordMethodDefine)"
./test_code/Records_DuplicateViewerComputeFields_failure.a,2,2,2,15,"Bubble 'x' was already defined (StructureDefine)"
./test_code/Records_DuplicateViewerComputeFields_failure.a,3,2,3,15,"Bubble 'x' was already defined (StructureDefine)"
./test_code/Records_DuplicateViewerComputeFields_failure.a,5,2,5,15,"Bubble 'y' was already defined (StructureDefine)"
./test_code/Records_FailedFindPolicyForView_failure.a,1,2,1,12,"Policy 'p' was not found (CustomPolicy)"
./test_code/Records_IdMustBeInt_failure.a,0,0,2,1,"id must be type int (Record)"
./test_code/Records_InvalidFormula_failure.a,1,21,1,22,"The variable 'y' was not defined (VariableLookup)"
